guide_openshop,本关需要更快速的服务顾客，是时候让我们厨具提速了。,本關需要更快速的服務顧客，是時候讓我們廚具提速了。,You need to serve the customers faster to pass this level. It's time to upgrade!,Tu dois servir les clients plus rapidement pour passer ce niveau. Il est temps de mettre à niveau!,Devi servire i clienti più velocemente per superare questo livello. ? ora di un miglioramento!,"Sie müssen die Kunden schneller bedienen, um dieses Level zu erreichen. Es ist Zeit für ein Upgrade!",Necesitas atender a los clientes más rápido para pasar este nivel. ?Es hora de actualizar!,Você precisa atender os clientes com mais rapidez para passar neste nível. ? hora de atualizar!,คุณต้องให้บริการลูกค้าเร็วขึ้นเพื่อผ่านระดับนี้ ถึงเวลาอัปเกรด!,Kau harus melayani pelanggan lebih cepat untuk melewati level ini. Saatnya untuk meningkatkan!
guide_updataItem2,经常保持升级能轻松过关。,經常保持升級能輕鬆過關。,Upgrade often to pass levels easier.,Mets à niveau souvent pour passer les niveaux plus facilement.,Effettua spesso miglioramenti per superare i livelli più facilmente.,"Aktualisieren Sie h?ufig, um Levels einfacher zu bestehen.",Actualiza a menudo para pasar niveles más fácilmente.,Atualize frequentemente para passar de nível mais facilmente.,อัปเกรดบ่อย ๆ เพื่อผ่านด่านได้ง่ายขึ้น,Tingkatkan versi sesering mungkin untuk melewati level dengan lebih mudah.
guide_updataFood,经常升级食物使它更加值钱。,經常升級食物使它更加值錢。,Upgrade dishes to earn more.,Améliore tes plats pour gagner plus.,Migliora i piatti per guadagnare di più.,"Aktualisieren Sie Gerichte, um mehr zu verdienen.",Mejora los platos para ganar más.,Atualize os pratos para ganhar mais.,อัปเกรดอาหารเพื่อรับรายได้มากขึ้น,Tingkatkan hidangan untuk mendapatkan lebih banyak.
guide_shop_updataFood,是时候让菜品更加值钱了！,是時候讓菜品更加值錢了！,It's time to make the dishes more expensive!,Il est temps d'augmenter le prix des plats!,? ora di rendere i piatti più costosi!,"Es ist Zeit, die Gerichte  teurer zu machen!",?Es hora de encarecer los platos!,? hora de deixar os pratos mais caros!,ถึงเวลาทำอาหารแพงขึ้น!,Saatnya membuat hidangan lebih mahal!
txt_getIt,领取,領取,Get it,Prends-le,Ottienilo,Besorgen Sie es,Consíguelo,Pegue,รับมัน,Mengerti
txt_no_use_trash,别丢掉任何东西!,別丟掉任何東西!,Don't trash anything!,Ne jette rien!,Non buttare nulla!,Machen Sie nichts kaputt!,?No tires nada!,N?o jogue nada no lixo!,อย่าทิ้งขยะ!,Jangan membuang apapun!
txt_no_burn,别烧焦任何食物!,別燒焦任何食物!,Don't get any food burned!,Ne br?le pas de nourriture!,Non far bruciare alcun cibo!,Lassen Sie kein Essen verbrennen!,?No quemes ningún alimento!,N?o queime nenhum alimento!,อย่าให้อาหารไหม้!,Jangan sampai ada makanan yang gosong!
txt_no_lost,别任何顾客流失哦!,別任何顧客流失哦!,Don't lost any customer!,Ne perds aucun client!,Non perdere nessun cliente!,Verlieren Sie keinen Kunden!,?No pierdas a ningún cliente!,N?o perca nenhum cliente!,อย่าเสียลูกค้า!,Jangan sampai kehilangan pelanggan!
txt_lost_cus,流失了1位顾客!,流失了1位顧客!,You lost a customer!,Tu as perdu un client!,Hai perso un cliente!,Sie haben einen Kunden verloren!,?Has perdido a un cliente!,Você perdeu um cliente!,คุณเสียลูกค้า!,Kau kehilangan pelanggan!
txt_trash_some,丢弃了东西!,丟棄了東西!,You trashed something!,Tu as g?ché quelque chose!,Hai buttatto via qualcosa!,Sie haben etwas kaputt gemacht!,?Has destrozado algo!,Você jogou algo no lixo!,คุณทิ้งอะไรบางอย่าง!,Kau membuang sesuatu!
txt_burn_some,烧焦了食物!,燒焦了食物!,You burned something!,Tu as br?lé quelque chose!,Hai bruciato qualcosa!,Sie haben etwas verbrannt!,?Quemaste algo!,Você queimou algo!,คุณเผาอะไรบางอย่าง!,Kau menggosongkan sesuatu!
txt_use_item,要使用 {0} 吗？,要使用 {0} 嗎?,Use {0} ?,Utiliser {0}?,Usa {0}?,{0} verwenden?,?Usar {0}?,Usar {0}?,ใช้ {0} ?,Gunakan {0}?
txt_add_customer,+{0}位顾客,+{0}位顧客,+{0} custs,+{0} clients,+ {0} clienti,+{0} Kunden,+ {0} clientes,+ {0} clientes,+ {0} ลูกค้า,+{0} pelanggan
txt_add_time,+{0}秒,+{0}秒,+{0}s,+{0} s,+{0}s,+{0}s,+{0}s,+{0}s,+ {0} วินาที,+{0}d
txt_no_time,没时间啦!,沒時間啦!,Out of time!,Temps écoulé!,Tempo scaduto!,Keine Zeit mehr!,?Fuera de tiempo!,Fora do tempo!,หมดเวลา!,Kehabisan waktu!
txt_no_customer,没有更多顾客了!,沒有更多顧客了!,No more customers!,Plus de clients!,Niente più clienti!,Keine Kunden mehr!,?No más clientes!,N?o há mais clientes!,ไม่มีลูกค้าอีกต่อไป!,Tidak ada lagi pelanggan!
txt_buy_now,马上购买,馬上購買,Buy now!,Achète maintenant!,Acquista ora!,Jatzt kaufen!,?Compra ahora!,Compre Agora!,ซื้อเลย!,Beli sekarang!
txt_upgrade_now,马上升级,馬上升級,Upgrade now!,Mets à jour maintenant!,Migliora ora!,Jetzt aktualisieren!,?Actualiza ahora!,Atualize agora!,อัปเกรดเดี๋ยวนี้!,Tingkatkan sekarang!
guide_difficult,困难关卡来了，一起打败它!,困難關卡來了，一起打敗它!,Come on! Beat the difficult level!,Allez! Gagne le niveau difficile!,Dai! Supera il livello difficile!,Kommen Sie schon! Schlie?en Sie das schwierige Level ab!,?Venga! ?Supera el nivel difícil!,Vamos! Supere o nível difícil!,มาเลย! เอาชนะระดับยาก!,Ayolah! Kalahkan level sulit!
txt_day,{0}天,{0}天,{0}d ,{0} j,{0}g,{0}d,{0}d,{0}d,{0} วัน,{0}h
txt_hour,{0}小时,{0}小時,{0}h ,{0} h,{0}h,{0}h,{0}h,{0}h,{0} ชม,{0} j
txt_min,{0}分,{0}分,{0}m ,{0} m,{0}m,{0}m,{0}m,{0}m,{0} นาที,{0}m
txt_min2,{0}分钟,{0}分鐘,{0}min,{0} min,{0}min,{0}min,{0}min,{0}min,{0} นาที,{0}mnt
txt_sec,{0}秒,{0}秒,{0}s,{0} s,{0}s,{0}s,{0}s,{0}s,{0} วินาที,{0}d
tip_keepwork,试试不要让{0}停下来!,試試不要讓{0}停下來!,Tips: Keep {0} working!,Conseil : fais en sorte que {0} fonctionne!,Suggerimenti: continua {0} a lavorare!,Tipps: {0} weiterarbeiten lassen!,Sugerencias: ?sigue {0} trabajando!,Dicas: Continue {0} trabalhando!,เคล็ดลับ: {0} ทำงานต่อไป!,Tips: Tetap {0} bekerja!
g_earn_coin,"金币不够升级了, 去挣更多吧!","金幣不夠升級了, 去掙更多吧!","Not enough coins to upgrade, go earn more!","Pas assez de pièces pour améliorer, gagnes-en plus!","Monete insufficienti per il miglioramento, vai a guadagnarne di più!","Nicht genug Münzen für ein Upgrade, verdienen Sie mehr!","No hay suficientes monedas para actualizar, ?gana más!","N?o há moedas suficientes para atualizar, vá ganhar mais!",เหรียญไม่เพียงพอที่จะอัปเกรด ไปรับเพิ่ม!,"Koin tidak cukup untuk meningkatkan, dapatkan lebih banyak!"
g_earn_more_coin,金币不够时，试试去挣更多再来升级！,金幣不夠時，試試去掙更多再來升級！,"If the coins are not enough, try to earn more!","Si les pièces ne suffisent pas, essaie d'en gagner plus!","Se le monete non bastano, prova a guadagnare di più!","Wenn die Münzen nicht ausreichen, versuchen Sie mehr zu verdienen!","Si las monedas no son suficientes, ?intenta ganar más!","Se as moedas n?o forem suficientes, tente ganhar mais!",หากเหรียญไม่เพียงพอ พยายามหารายได้เพิ่ม!,"Jika koin tidak cukup, cobalah untuk menghasilkan lebih banyak!"
txt_upgrade_all_full,关卡太难？先将下列项目升到满级，再试试吧!,關卡太難？先將以下項目升到滿級，再試試吧!,Too difficult? Please upgrade items to full level now!,Trop difficile? Mets à niveau les objets au niveau complet maintenant!,Troppo difficile? Migliora subito gli oggetti al livello completo!,Zu schwer? Bitte aktualisieren Sie die Gegenst?nde jetzt auf das volle Level!,?Demasiado difícil? ?Actualiza los elementos al nivel completo ahora!,Muito difícil? Atualize os itens para o nível completo agora!,ยากมาก? โปรดอัปเกรดไอเทมเป็นระดับเต็มทันที!,Terlalu sulit? Mohon tingkatkan item ke level penuh sekarang!
txt_upgrade_it_full,先将{0}升到满级，过关会更容易哦!,先將{0}升到滿級，過關會更容易哦！,"Please upgrade {0} to full level, it will be easier to pass the level!","Passe {0} au niveau complet, il sera plus facile de passer le niveau!","Migliora {0} al livello completo, sarà più facile superare il livello!","Bitte aktualisieren Sie {0} auf das volle Level, es wird einfacher sein, das Level zu bestehen!","Actualiza {0} al nivel completo, ?será más fácil pasar de nivel!","Atualize {0} para o nível completo, será mais fácil passar de nível!",โปรดอัปเกรด {0} เป็นระดับเต็ม การผ่านด่านจะง่ายขึ้น!,"Mohon tingkatkan {0} ke level penuh, akan lebih mudah untuk melewati level!"
txt_upgrade_all_lev,先试试升级以下项目，过关会更容易哦!,先試試升級以下項目，過關會更容易哦！,Try upgrading special items in the list to make passing levels easier!,Essaie de mettre à niveau les éléments spéciaux de la liste pour faciliter le passage des niveaux!,Prova a migliorare gli elementi speciali nell'elenco per rendere più facile il superamento dei livelli!,"Versuchen Sie, spezielle Gegenst?nde in der Liste zu aktualisieren, um das Abschlie?en von Levels zu erleichtern!",?Intenta actualizar los elementos especiales de la lista para facilitar el paso de niveles!,Tente atualizar itens especiais na lista para facilitar a passagem de nível!,ลองอัปเกรดไอเทมพิเศษในรายการเพื่อให้ผ่านด่านได้ง่ายขึ้น!,Coba tingkatkan item khusus dalam daftar untuk membuat kenaikan level lebih mudah!
txt_upgrade_it_lel,关卡太难？先升级{0}到{1}级，再试试吧!,"關卡太難？先升級{0}到{1}級, 再試試吧！",Too difficult? Please upgrade {0} to level {1} now!,Trop difficile? Fais passer {0} au niveau {1} maintenant!,Troppo difficile? Migliora {0} al livello {1} ora!,Zu schwer? Bitte aktualisieren Sie {0} jetzt auf Level {1}!,?Demasiado difícil? Actualiza {0} al nivel {1} ahora.,Muito difícil? Atualize {0} para o nível {1} agora!,ยากมาก? โปรดอัปเกรด {0} เป็นระดับ {1} ทันที!,Terlalu sulit? Mohon tingkatkan {0} ke level {1} sekarang!
txt_upgrade_item2,还有推荐项目未升级，继续升级？,還有推薦項目未升級，繼續升級？,Special items waiting to be upgraded. Continue to upgrade?,Objets spéciaux en attente de mise à niveau. Continuer la mise à niveau?,Oggetti speciali in attesa di essere migliorati. Continuare a migliorare?,"Spezielle Gegenst?nde, die auf eine Aktualisierung warten. Weiter aktualisieren?",Artículos especiales que esperan ser actualizados. ?Continuar con la actualización?,Itens especiais esperando para serem atualizados. Continuar a atualizar?,ไอเทมพิเศษที่รอการอัปเกรด อัปเกรดต่อไปไหม?,Item khusus menunggu untuk ditingkatkan. Lanjutkan untuk meningkatkan?
txt_continue1,这是最后的能量了，如果现在退出，需要等待能量恢复时间。,這是最後的能量了，如果現在退出，需要等待能量恢復時間。,"This is your last energy. If you quit now, you will have to wait for energies to restore.","Ceci est ta dernière énergie. Si tu arrêtes maintenant, tu devras attendre que les énergies se rétablissent.","Questa è la tua ultima energia. Se esci adesso, dovrai aspettare che le energie si ripristinino.","Dies ist Ihre letzte Energie. Wenn Sie jetzt aufh?ren, müssen Sie warten, bis die Energien wiederhergestellt sind.","Esta es tu última energía. Si abandonas ahora, tendrás que esperar a que se recuperen las energías.","Esta é sua última energia. Se você parar agora, terá que esperar que as energias sejam restauradas.",นี่คือพลังงานสุดท้ายของคุณ หากคุณเลิกใช้ตอนนี้ คุณจะต้องรอให้พลังงานกลับคืนมา,"Ini adalah energi terakhirmu. Jika kau keluar sekarang, kau harus menunggu energi terisi."
txt_continue2,再通关{0}次就能获得奖励啦，现在退出连续闯关进度将被清零！,再通關{0}次就能獲得獎勵啦，現在退出連續闖關進度將被清零！,Complete {0} more levels to earn rewards. Your progress will be lost if you quit now.,Termine {0} niveaux supplémentaires pour gagner des récompenses. Ta progression sera perdue si tu arrêtes maintenant.,"Completa {0} altri livelli per guadagnare ricompense. Se esci ora, i tuoi progressi andranno persi.","Schlie?en Sie {0} weitere Level ab, um Belohnungen zu erhalten. Ihr Fortschritt geht verloren, wenn Sie jetzt beenden.",Completa {0} más niveles para ganar recompensas. Tu progreso se perderá si dejas el juego ahora.,Conclua mais {0} níveis para ganhar recompensas. Seu progresso será perdido se você sair agora.,ผ่านอีก {0} ระดับเพื่อรับรางวัล ความก้าวหน้าของคุณจะหายไปถ้าคุณเลิกตอนนี้,Selesaikan {0} level lagi untuk mendapatkan hadiah. Kemajuanmu akan hilang jika kau keluar sekarang.
txt_continue3,这是最后的挑战机会了，如果现在退出，需要等待恢复时间。,這是最後的挑戰機會了，如果現在退出，需要等待恢復時間。,"This is your last energy. If you quit now, you will have to wait for energies to restore.",,,,,,,
g_watch_video,试试观看视频获得更多金币吧！,試試觀看視頻獲得更多金幣吧！,Try watching the video to get more coins!,Essaie de regarder la vidéo pour obtenir plus de pièces!,Prova a guardare il video per ottenere più monete!,"Sehen Sie sich das Video an, um mehr Münzen zu erhalten!",?Intenta ver el video para obtener más monedas!,Tente assistir ao vídeo para obter mais moedas!,ลองดูวิดีโอเพื่อรับเหรียญมากขึ้น!,Coba tonton videonya untuk mendapatkan lebih banyak koin!
g_get_video_reward,观看30秒的视频可以获得更多金币哦！,觀看30秒的視頻可以獲得更多金幣哦！,Watch a 30s video to earn more coins!,Regarde une vidéo des années 30 pour gagner plus de pièces!,Guarda un video di 30 secondi per guadagnare più monete!,"Sehen Sie sich ein 30er-Jahre-Video an, um mehr Münzen zu verdienen!",?Mira un video de los a?os 30 para ganar más monedas!,Assista a um vídeo de 30 segundos para ganhar mais moedas!,ดูวิดีโอ 30 วินาทีเพื่อรับเหรียญมากขึ้น!,Tonton video 30 detik-an untuk mendapatkan lebih banyak koin!
g_union_prop,来试试{0}和{1}一起使用的效果吧！,來試試{0}和{1}組合使用的效果吧！,Try using {0} and {1} together!,Essaie d'utiliser {0} et {1} ensemble!,Prova a utilizzare {0} e {1} insieme!,Versuchen Sie es mit {0} und {1} zusammen!,Intenta usar {0} y {1} juntos.,Tente usar {0} e {1} juntos!,ลองใช้ {0} และ {1} ร่วมกัน!,Coba gunakan {0} dan {1} bersama-sama!
g_commbo_helper,装备上{0}能轻松得到连续服务奖励，提高你的收益！,裝備上{0}能輕鬆得到連續服務獎勵，提高你的收益！,Equip {0} to get Serving Combo easily and earn more!,?quipe {0} pour obtenir facilement le combo de service et gagner plus!,Equipaggia {0} per ottenere facilmente Combo di servizio e guadagnare di più!,"Rüsten Sie {0} aus, um Bedienungs-Combo einfach zu bekommen und mehr zu verdienen!",?Equipa {0} para obtener Combinación de Servicio fácilmente y ganar más!,Equipe {0} para obter o Combo de Servir facilmente e ganhar mais!,ติดตั้ง {0} เพื่อรับคอมโบการเสิร์ฟอย่างง่ายดายและรับรายได้มากขึ้น!,Lengkapi {0} untuk mendapatkan Kombo Penyajian dengan mudah dan mendapatkan lebih banyak!
g_double_price,装备上{0}能让我们得到本关的双倍收益！,裝備上{0}使我們得到本關的雙倍收益！,Equip {0} to double your reward of the current level!,?quipe {0} pour doubler ta récompense du niveau actuel!,Equipaggia {0} per raddoppiare la ricompensa del livello attuale!,"Rüsten Sie {0} aus, um Ihre Belohnung des aktuellen Levels zu verdoppeln!",?Equipa {0} para duplicar tu recompensa del nivel actual!,Equipe {0} para dobrar sua recompensa do nível atual!,รับ {0} เพื่อรับรางวัลเป็นสองเท่าของระดับปัจจุบัน!,Lengkapi {0} untuk menggandakan hadiahmu pada level ini!
g_candyguide2,糖果机每天都会生产免费糖果，快去领取吧！,糖果機每天都會生產免費糖果，快去領取吧！,"The candy machine produces free candy everyday, harvest them now!","La machine à bonbons produit des bonbons gratuits tous les jours, récolte-les maintenant!","La macchina per caramelle produce caramelle gratuite ogni giorno, raccoglile ora!","Die Sü?igkeitenmaschine produziert jeden Tag kostenlose Sü?igkeiten, sammeln Sie diese jetzt!","La máquina de caramelos produce gratis todos los días, ?recógelos ahora!","A máquina de doces produz doces grátis todos os dias, colha-os agora!",เครื่องทำขนมผลิตขนมฟรีทุกวัน เก็บเกี่ยวเลย!,"Mesin permen menghasilkan permen gratis setiap hari, panen sekarang!"
g_candyguide3,升级糖果机每天会产出更多的糖果哦！,升級糖機果每天會產出更多的糖果哦！,Upgrade the candy machine to produce more candies everyday!,Améliore la machine à bonbons pour produire plus de bonbons tous les jours!,Migliora la macchina delle caramelle per produrre più caramelle ogni giorno!,"Aktualisieren Sie die Sü?igkeitenmaschine, um jeden Tag mehr Sü?igkeiten zu produzieren!",?Actualiza la máquina de caramelos para producir más caramelos todos los días!,Atualize a máquina de doces para produzir mais doces todos os dias!,อัปเกรดเครื่องทำขนมเพื่อผลิตขนมมากขึ้นทุกวัน!,Tingkatkan mesin permen untuk menghasilkan lebih banyak permen setiap hari!
tip_use_candy,赞太难得到？试试先用{0}安抚顾客再服务他们吧！,贊太難得到？試試先用{0}安撫顧客再服務他們吧！,Can't get enough likes? Try using {0} on the customers before serving them!,Tu n'as pas obtenu assez de likes? Essaie d'utiliser {0} sur les clients avant de les servir!,Non riesci a ottenere abbastanza Like? Prova a utilizzare {0} sui clienti prima di servirli!,"Sie k?nnen nicht genug Likes bekommen? Versuchen Sie, {0} für die Kunden zu verwenden, bevor Sie diese bedienen!",?No puedes obtener suficientes Me gusta? Intenta utilizar {0} en los clientes antes de atenderlos.,N?o consegue ter muitas curtidas? Experimente usar {0} nos clientes antes de atendê-los!,ไม่สามารถรับไลค์เพียงพอ? ลองใช้ {0} กับลูกค้าก่อนให้บริการ!,Tidak bisa mendapatkan cukup suka? Coba gunakan {0} pada pelanggan sebelum menyajikannya pada mereka!
tip_try_other_lev,换一关可能挣到更多钱！,換一關可能掙到更多錢！,Please try another level to earn more money!,Essaie un autre niveau pour gagner plus d'argent!,Prova un altro livello per guadagnare più soldi!,"Bitte versuchen Sie es mit einem anderen Level, um mehr Geld zu verdienen!",?Prueba otro nivel para ganar más dinero!,Tente outro nível para ganhar mais dinheiro!,โปรดลองอีกระดับเพื่อรับเงินมากขึ้น!,Silakan coba level lain untuk mendapatkan lebih banyak uang!
title_challenge,挑战关卡,挑戰關卡,Challenge,Défi,Sfida,Herausforderung,Desafío,Desafio,ท้าทาย,Tantangan
title_chall_tip,坚持{0}秒奖励!,堅持{0}秒獎勵!,Hold {0}S reward!,Obtiens {0}S récompense!,Tieni {0} di ricompensa!,Halte die Belohnung von {0} S!,?Mantén la recompensa {0} S!,Segure a recompensa de {0}S!,รับรางวัล {0} S!,Tahan hadiah {0}S!
challenge_1,恭喜，厨师声名广为传播，挑战模式已解锁!,恭喜，廚師聲名廣為傳播，挑戰模式已解鎖!,"Congratulations, Challenge mode is unlocked!","Félicitations, le mode Défi est déverrouillé.","Congratulazioni, la modalità Sfida è sbloccata.","Herzlichen Glückwunsch, der Herausforderungsmodus ist freigeschaltet.","Felicidades, el modo Desafío está desbloqueado.","Parabéns, o modo Desafio está desbloqueado.",ขอแสดงความยินดีโหมดท้าทายถูกปลดล็อกแล้ว,"Selamat, mode Tantangan terbuka."
challenge_2,尽可能坚持更久时间来赚取更多金币！快去大显身手吧。,盡可能堅持更久時間來賺取更多金幣！快去大顯身手吧。,Keep on serving and earning coins as long as you can. it's showtime!,Continue à servir et à gagner des pièces aussi longtemps que tu le peux. C'est l'heure du spectacle!,Continua a servire e guadagnare monete il più a lungo possibile. è ora di dare spettacolo!,"Bedienen Sie und verdienen Sie weiterhin Münzen, solange Sie k?nnen. Es ist Showtime!",Sigue sirviendo y ganando monedas todo el tiempo que puedas. es hora del espectáculo!,Continue servindo e ganhando moedas o máximo que puder. ? hora do show!,ให้บริการและรับเหรียญให้นานที่สุดเท่าที่จะทำได้ ถึงเวลาฉายแล้ว!,Terus layani dan dapatkan koin selama kau bisa. waktunya pertunjukan!
g_friendhelp,使用免费星星继续玩，玩话题游戏会获得更多免费星星。,使用免費星星繼續玩，玩話題遊戲會獲得更多免費星星。,"Continue to play with free star, and play quiz games will get more free stars.","Continue à jouer avec des étoiles gratuites, et les jeux de quiz accorderont plus d'étoiles gratuites.",Continua a giocare con la stella gratuita; se giochi ai quiz otterrai più stelle gratuite.,"Spielen Sie weiter mit kostenlosen Sternen und spielen Sie Quizspiele, um mehr kostenlose Sterne zu erhalten.",Continúa jugando con estrella gratis y los juegos de preguntas y respuestas obtendrán más estrellas gratis.,"Continue a jogar com estrelas grátis, e jogue os quizzes para obter mais estrelas grátis.",เล่นกับดาวฟรีต่อและเล่นเกมตอบคำถามเพื่อรับดาวฟรีมากขึ้น,"Terus mainkan dengan bintang gratis, dan mainkan game kuis akan mendapatkan lebih banyak bintang gratis."
tip_play_quiz,还有免费星星未领取，现在去领！,还有免费星星未领取，现在去领！,"Play fun quiz and get more stars, get it now!","Joue à des quiz amusants et obtiens plus d'étoiles, obtiens-les maintenant!","Gioca a quiz divertenti e ottieni più stelle, ottienile ora!","Spielen Sie ein lustiges Quiz und holen Sie sich mehr Sterne, holen Sie diese jetzt!","Juega un divertido cuestionario y obtén más estrellas, ?obténlo ahora!","Jogue um quiz divertido e obtenha mais estrelas, obtenha agora!",เล่นแบบทดสอบสนุก ๆ และรับดาวมากขึ้น รับทันที!,"Mainkan kuis seru dan dapatkan lebih banyak bintang, dapatkan sekarang!"
tip_will_get,你将获得:,你將獲得：,You will get:,Tu auras?:,Otterrai:,Sie erhalten:,Conseguirás:,Você terá:,คุณจะได้รับ:,Kau akan mendapatkan:
title_infinite,无尽模式,無盡模式,Endless Mode,Mode sans fin,Modalità infinita,Endloser Modus,Modo sin fin,Modo infinito,โหมดไม่มีที่สิ้นสุด,Mode Endless
title_guild,公会,公會,Guild,Guilde,Gilda,Gilde,Gremio,Guilda,กิลด์,Guild
suggest_up_cw,装备需要提升，去建议好友升级厨具?,裝備需要提升，去建議好友升級廚具?,"Equipment needs to be improved, to suggest friend now?","L'équipement doit être amélioré, suggérer un ami maintenant?","L'attrezzatura deve essere migliorata, suggerire a un amico ora?","Ausrüstung muss verbessert werden, jetzt Freund vorschlagen?","El equipo necesita ser mejorado, ?sugerir un amigo ahora?","O equipamento precisa ser melhorado, sugerir amigo agora?",จำเป็นต้องปรับปรุงอุปกรณ์เพื่อแนะนำเพื่อนตอนนี้?,"Perlengkapan perlu ditingkatkan, sarankan teman sekarang?"
suggest_up_fd,食物太廉价，去建议好友升级食物?,食物太廉價，去建議好友升級食物?,"Food is too cheap, suggest friend to upgrade food?","La nourriture est trop bon marché, suggérer à un ami de mettre à niveau la nourriture??","Il cibo è troppo economico, suggerire a un amico di aggiornare il cibo?","Essen ist zu billig, Freund vorschlagen, Essen zu verbessern?","La comida es demasiado barata, ?le sugieres a un amigo que mejore la comida?","A comida é muito barata, sugerir um amigo para atualizar a comida?",อาหารถูกเกินไปแนะนำให้เพื่อนอัปเกรดอาหาร?,"Makanan terlalu murah, sarankan teman untuk meningkatkan makanan?"
cus_generous_man,富豪,富豪,GenerousMan,,,,,,,
cus_fat_man,肥佬,肥佬,FatMan,,,,,,,
cus_journalist,记者,记者,journalist,,,,,,,
cus_friend_girl,朋友,朋友,friend_girl,,,,,,,
cus_student_girl,女学生,女学生,student_girl,,,,,,,
cus_office_lady,女白领,女白领,office_lady,,,,,,,
cus_artist_man,艺术家,艺术家,ArtistMan,,,,,,,
cus_cowboy,男牛仔,男牛仔,CowBoy,,,,,,,
cus_cue_boy,解谜男孩,解谜男孩,CueBoy,,,,,,,
cus_feeder,女饲养员,女饲养员,Feeder,,,,,,,
cus_hoopman,篮球运动员,篮球运动员,HoopMan,,,,,,,
cus_model_girl,女模特,女模特,ModelGirl,,,,,,,
cus_amanda,阿曼达,阿曼达,Amanda,,,,,,,
cus_old_woman,老太太,老太太,OldWoman,,,,,,,
cus_pumpkin_head,南瓜仔,南瓜仔,PumpkinMan,,,,,,,
cus_racing_driver,赛车手,赛车手,RacingDrive,,,,,,,
cus_sailor_man,海军,海军,SailorMan,,,,,,,
cus_singer_girl,女歌手,女歌手,SingerGirl,,,,,,,
cus_thief,小偷,小偷,Thief,,,,,,,
cus_weird_man,暴躁老头,暴躁老头,WeirdMan,,,,,,,
cus_magician,魔法师,魔法师,Magician,,,,,,,
fd_burn_food,烧焦食物,燒焦食物,Burn food,,,,,,,
fd_anyfood,任意食物,任意食物,Any food,,,,,,,
fd_salad,沙拉,沙律,Salad,,,,,,,
fd_coke,可乐,可樂,Cola,,,,,,,
fd_fried_sausage,煎香肠,煎香腸,Fried sausage,,,,,,,
fd_hot_dog,热狗,熱狗,Hot dog,,,,,,,
fd_burgers,煎牛肉饼,煎牛肉餅,Beef patty,,,,,,,
fd_raw_chips,生土豆条,生洋芋條,Raw chips,,,,,,,
fd_chips,薯条,薯條,French fires,,,,,,,
fd_hambuger,汉堡包,漢堡包,Hambuger,,,,,,,
fd_fried_eggs,煎蛋,煎蛋,Fried eggs,,,,,,,
fd_poached_egg,去壳水煮蛋,去殼水煮蛋,Poached egg,,,,,,,
fd_asparagus_omelette,芦笋蛋饼,蘆筍蛋餅,Asparagus Omelette,,,,,,,
fd_bacon_omelette,培根蛋饼,培根蛋餅,Bacon Omelette,,,,,,,
fd_bacon,培根,培根,Bacon,,,,,,,
fd_roasted_asparagus,烤芦笋,烤蘆筍,Roasted Asparagus,,,,,,,
fd_fried_egg_sandwich,煎蛋三文治,煎蛋三文治,Fried egg sandwich,,,,,,,
fd_black_coffee,黑咖啡,黑咖啡,Black Coffee,,,,,,,
fd_caesar_salad,凯撒沙拉,凱撒沙拉,Caesar salad,,,,,,,
fd_tomato_cucumber_salad,番茄黄瓜沙拉,番茄黃瓜沙拉,Tomato cucumber salad,,,,,,,
fd_smoked_salmon_cobb,烟熏三文鱼科布沙拉,煙熏三文魚科布沙拉,Smoked salmon cobb,,,,,,,
fd_roasted_tomatoes,焗西红柿,焗西紅柿,Cheesy Baked Tomatoes,,,,,,,
fd_toast,烤面包片,烤麵包片,Toast,,,,,,,
fd_bacon_sandwiches,培根三文治,培根三文治,Bacon sandwiches,,,,,,,
fd_omelette,蛋饼,蛋餅,Omelette,,,,,,,
fd_avocado_omelet_salad,牛油果蛋饼沙拉,牛油果蛋餅沙拉,Avocado omelet salad,,,,,,,
fd_bacon_benedict_egg,培根班尼迪克蛋,培根班尼迪克蛋,Bacon Eggs Benedict,,,,,,,
fd_tomato_benedict_egg,西红柿班尼迪克蛋,西紅柿班尼迪克蛋,Tomato Eggs Benedict,,,,,,,
fd_avocado_bacon,培根卷鳄梨,培根卷鱷梨,Bacon Wrapped Avocado,,,,,,,
fd_waffle,华夫饼,華夫餅,Waffle,,,,,,,
fd_strawberry_waffle,草莓华夫饼,草莓華夫餅,Strawberry waffle,,,,,,,
fd_blueberry_waffle,蓝莓华夫饼,藍莓華夫餅,Blueberry waffle,,,,,,,
fd_chocolate_waffle,巧克力华夫饼,巧克力華夫餅,Chocolate waffle,,,,,,,
fd_juice,果汁,果汁,Juice,,,,,,,
fd_potato_cake,薯饼,薯餅,Hash Browns,,,,,,,
fd_tomato_soup,番茄汤,番茄湯,Tomato soup,,,,,,,
fd_strawberry_pie,草莓派,草莓派,Strawberry pie,,,,,,,
fd_blueberry_pie,蓝莓派,藍莓派,Blueberry pie,,,,,,,
fd_oatmeal,燕麦粥,燕麥粥,Oatmeal,,,,,,,
fd_milk_corn,牛奶玉米片,牛奶玉米片,Milk Cornflakes,,,,,,,
fd_strawberry_milk_corn,草莓牛奶玉米片,草莓牛奶玉米片,Strawberry Milk Cornflakes,,,,,,,
fd_blueberry_milk_corn,蓝莓牛奶玉米片,藍莓牛奶玉米片,Blueberry Milk Cornflakes,,,,,,,
